breed,age,weight,lactation_stage,parity,hist_yield_avg7,feed_type,feed_quality,feed_qty_kg,walking_km,grazing_h,rumination_h,resting_h,body_temp,heart_rate,ambient_temp,humidity,housing_score,vaccinations_up_to_date,disease_history_count,season,health_score,disease_label,milk_yield,feed_efficiency
Buffalo,4,425.6,mid,3,12.51,concentrate,6.87,10.21,0.44,1.94,7.99,9.5,38.6,80,26.53,45.03,8.46,1,0,autumn,0.6,none,11.44,1.12
Buffalo,14,509.3,late,3,15.41,dry,4.96,13.88,4.26,6.1,6.23,7.84,38.55,65,19.87,73.94,5.45,1,0,autumn,0.46,minor,7.25,0.52
Jersey,4,548.5,early,4,17.94,green,5.28,22.38,1.0,0.98,3.34,8.45,37.8,72,18.99,57.34,4.94,1,0,summer,0.5,minor,24.64,1.1
Holstein,6,526.4,early,4,25.2,mixed,7.53,7.55,1.51,4.9,4.04,12.47,37.71,63,34.87,36.98,7.54,1,0,summer,0.15,minor,18.52,2.45
Holstein,12,594.9,late,3,20.77,green,4.89,16.77,0.14,3.9,7.07,10.21,37.63,55,26.33,20.66,4.53,1,0,spring,0.54,none,25.82,1.54
Jersey,3,640.8,late,3,19.24,mixed,7.15,19.5,1.78,3.68,6.01,13.33,38.19,66,24.47,80.48,10.0,1,0,summer,0.55,none,18.48,0.95
Jersey,7,515.7,mid,3,19.65,mixed,1.69,15.42,2.33,2.87,4.07,8.21,38.47,56,29.86,58.43,3.55,1,0,spring,0.23,minor,16.97,1.1
Buffalo,7,455.1,late,5,14.38,dry,9.9,17.71,1.8,4.16,5.34,8.58,38.43,82,28.88,100.0,4.84,1,0,autumn,0.23,minor,6.8,0.38
Buffalo,2,539.6,mid,3,10.89,green,6.0,17.84,0.7,4.84,6.09,10.27,38.51,66,24.98,34.29,6.14,1,0,autumn,0.57,none,11.87,0.67
Jersey,3,529.8,early,2,15.71,green,6.01,23.38,0.99,4.11,5.59,6.14,38.49,59,29.07,94.78,6.31,1,0,winter,0.21,minor,13.83,0.59
Buffalo,5,497.5,mid,3,12.08,concentrate,6.15,10.62,2.5,1.89,3.24,11.46,38.51,52,17.86,64.16,3.66,0,1,autumn,0.36,minor,7.52,0.71
Brown Swiss,11,537.4,mid,4,16.44,green,4.58,14.22,3.95,4.51,5.16,10.12,38.49,78,14.11,75.43,5.98,1,0,autumn,0.29,minor,19.72,1.39
Holstein,4,650.3,early,4,27.11,green,8.22,19.3,1.35,1.79,5.46,8.77,38.59,73,25.66,99.53,7.03,1,1,winter,0.32,minor,26.65,1.38
Jersey,11,511.9,early,1,18.33,mixed,5.78,13.41,0.35,3.19,6.4,9.01,38.3,58,19.03,55.28,7.69,1,0,summer,0.55,none,22.58,1.68
Holstein,2,663.4,mid,2,24.35,green,9.4,19.34,3.49,3.55,3.82,9.71,38.38,50,27.75,73.16,8.62,1,0,summer,0.57,none,25.2,1.3
Buffalo,7,541.9,late,3,11.75,green,2.99,7.38,3.04,1.93,5.7,13.15,37.89,48,23.34,46.3,6.95,0,0,autumn,0.35,minor,9.08,1.23
Buffalo,5,490.9,mid,2,13.19,dry,4.34,13.3,3.56,1.46,5.62,11.76,38.51,56,24.62,31.81,6.02,0,0,autumn,0.4,minor,6.6,0.5
Buffalo,8,556.6,early,3,12.11,green,5.39,14.8,2.12,0.0,5.79,12.17,38.27,50,33.48,64.39,8.42,1,0,autumn,0.24,minor,10.89,0.74
Holstein,14,594.9,early,3,26.47,mixed,8.88,17.14,3.94,4.4,6.28,14.04,38.03,66,19.06,57.96,8.44,1,0,spring,0.68,none,30.9,1.8
Buffalo,5,457.4,mid,3,12.5,concentrate,5.89,16.95,2.02,2.43,3.35,5.82,37.56,67,19.55,27.09,6.16,1,1,autumn,0.49,minor,8.96,0.53
Holstein,14,591.2,mid,4,24.02,green,2.86,22.27,0.97,4.71,5.06,12.78,38.82,74,21.45,34.29,7.3,1,0,winter,0.51,none,24.46,1.1
Brown Swiss,10,629.8,late,4,20.9,green,5.44,22.75,3.86,1.45,2.87,7.56,38.1,64,15.23,51.64,6.58,1,0,summer,0.42,minor,19.98,0.88
Buffalo,5,511.1,late,1,7.97,dry,6.78,16.52,3.34,3.53,6.58,12.15,37.88,59,24.93,45.88,6.51,1,0,autumn,0.6,none,8.85,0.54
Jersey,7,625.3,early,5,16.91,dry,8.38,20.82,1.68,4.94,3.79,8.62,38.72,66,28.82,83.87,3.9,1,0,summer,0.34,minor,17.87,0.86
Holstein,6,605.1,late,3,24.97,green,6.59,13.52,2.12,1.37,2.19,11.36,38.58,70,21.79,72.53,9.04,1,0,spring,0.5,minor,21.59,1.6
Jersey,9,594.7,mid,3,10.97,green,7.96,15.04,3.15,0.66,4.36,12.39,37.71,63,26.75,45.62,7.48,1,2,spring,0.59,none,19.04,1.27
Brown Swiss,5,588.4,early,2,23.25,dry,4.73,15.25,2.56,7.75,3.79,10.18,38.5,61,24.71,50.71,10.0,1,0,autumn,0.52,none,24.88,1.63
Brown Swiss,3,602.9,early,4,19.42,dry,8.08,14.33,0.35,4.55,4.56,11.71,38.52,83,29.53,68.19,8.6,1,0,spring,0.48,minor,26.31,1.84
Brown Swiss,9,623.5,late,5,24.12,green,6.15,23.48,1.53,2.03,3.19,12.62,38.32,40,28.25,51.32,6.4,1,0,winter,0.5,minor,23.18,0.99
Buffalo,12,535.0,late,5,12.82,dry,5.74,16.27,0.53,1.27,1.21,10.91,38.94,75,18.39,68.8,7.0,1,1,autumn,0.47,minor,7.35,0.45
Brown Swiss,12,608.7,early,6,18.32,green,4.92,13.81,1.29,5.1,3.87,8.18,38.63,65,24.59,65.08,4.98,1,0,spring,0.46,minor,22.95,1.66
Brown Swiss,4,661.2,early,4,20.55,dry,3.55,16.98,2.1,0.15,6.19,9.76,37.31,59,23.28,57.4,9.84,1,1,summer,0.54,none,24.48,1.44
Buffalo,13,586.5,late,1,8.67,dry,7.27,13.12,0.0,3.29,2.76,8.3,38.09,67,32.68,60.25,5.92,1,1,winter,0.22,minor,5.22,0.4
Holstein,8,540.5,mid,3,26.39,mixed,8.39,18.11,1.83,2.32,5.68,9.62,38.53,70,25.83,66.17,5.42,1,0,spring,0.61,none,26.59,1.47
Brown Swiss,7,644.2,mid,2,19.44,concentrate,5.19,21.15,0.6,3.04,4.92,11.76,38.1,95,16.71,64.66,7.58,1,0,summer,0.55,none,21.32,1.01
Buffalo,9,593.7,early,4,12.02,dry,5.29,14.5,0.56,3.61,5.03,10.05,38.04,69,21.03,61.4,6.72,1,1,winter,0.52,none,12.39,0.85
Jersey,9,656.8,early,4,16.9,dry,7.64,22.54,1.23,4.1,6.24,5.55,38.68,85,23.25,10.0,5.37,0,0,summer,0.5,none,19.63,0.87
Buffalo,2,538.9,mid,4,11.76,mixed,7.55,13.27,1.38,0.99,7.52,6.88,39.05,70,15.38,82.85,6.48,1,1,autumn,0.39,minor,8.22,0.62
Brown Swiss,12,540.6,mid,2,20.78,mixed,6.59,13.43,0.87,6.42,6.33,8.88,37.6,47,21.19,62.15,7.24,1,0,spring,0.57,none,18.52,1.38
Brown Swiss,9,590.1,late,6,19.0,dry,5.56,13.41,1.93,6.12,4.78,9.81,38.71,71,33.24,64.8,6.99,1,0,winter,0.2,minor,11.95,0.89
Holstein,6,677.1,early,2,22.06,concentrate,6.4,18.94,2.83,2.1,3.87,8.69,38.1,53,17.57,79.44,8.34,1,1,winter,0.46,minor,27.09,1.43
Jersey,6,617.1,early,6,15.83,dry,6.74,23.19,1.77,3.06,4.12,13.12,39.4,58,15.9,23.86,8.21,1,0,summer,0.55,none,21.49,0.93
Buffalo,14,480.9,mid,3,11.1,concentrate,8.51,14.96,1.72,1.86,2.35,9.96,37.99,77,23.8,74.94,6.03,1,0,summer,0.49,minor,10.38,0.69
Holstein,8,595.3,early,4,21.94,dry,3.45,17.28,2.78,2.08,6.94,13.69,37.34,61,11.31,73.22,5.64,1,0,spring,0.21,minor,19.83,1.15
Buffalo,2,563.5,early,2,6.17,mixed,10.0,15.98,0.2,5.48,3.3,9.27,36.92,61,17.33,85.18,5.05,1,0,autumn,0.44,minor,10.92,0.68
Brown Swiss,7,597.3,mid,3,25.03,green,6.74,16.51,2.4,1.81,4.73,7.74,38.73,64,26.12,89.66,5.39,1,0,winter,0.34,minor,17.38,1.05
Buffalo,9,492.1,late,2,10.11,green,4.45,17.81,1.81,3.89,6.35,9.79,38.09,41,22.68,46.35,4.71,1,0,summer,0.52,none,5.22,0.29
Brown Swiss,2,559.1,late,3,22.46,green,9.22,15.92,0.0,4.84,6.39,11.26,38.05,54,28.22,42.28,6.38,1,0,autumn,0.59,none,17.01,1.07
Buffalo,13,535.8,mid,2,8.63,mixed,4.0,10.98,0.24,4.09,5.41,12.27,37.46,49,27.73,42.56,5.4,0,0,summer,0.33,minor,7.5,0.68
Jersey,13,590.5,late,4,13.93,dry,7.1,16.93,1.85,1.42,6.13,11.41,40.01,51,14.51,100.0,6.9,1,0,autumn,0.18,minor,12.32,0.73
Jersey,12,653.7,mid,4,19.73,dry,5.04,16.42,2.88,0.34,5.23,8.33,37.75,54,24.86,75.28,5.65,1,0,autumn,0.45,minor,19.69,1.2
Holstein,9,681.4,mid,2,24.72,dry,8.93,23.38,3.32,0.52,4.61,13.41,38.98,50,21.81,90.82,7.91,1,0,autumn,0.46,minor,23.76,1.02
Buffalo,7,550.5,early,3,12.12,concentrate,9.04,18.27,3.24,3.33,3.58,9.55,38.85,71,33.71,50.8,7.45,1,1,winter,0.27,minor,10.21,0.56
Buffalo,5,488.7,mid,4,12.82,dry,6.67,13.47,1.69,3.49,4.43,12.13,38.49,67,20.1,81.3,9.88,1,0,spring,0.46,minor,10.28,0.76
Holstein,11,488.3,late,5,23.38,green,5.38,10.94,2.5,0.0,3.53,8.96,38.96,92,26.82,39.36,5.64,0,0,autumn,0.36,minor,21.01,1.92
Holstein,8,593.7,mid,5,24.31,green,4.32,15.1,2.65,4.4,4.97,8.23,38.11,58,12.18,61.47,3.67,1,0,summer,0.21,minor,21.13,1.4
Buffalo,6,405.8,late,1,10.79,dry,5.88,12.87,2.07,1.02,5.03,9.43,39.53,63,25.81,65.2,6.36,0,0,spring,0.42,minor,8.34,0.65
Jersey,11,637.1,early,3,14.99,dry,7.74,25.45,3.1,2.67,7.52,9.11,37.81,67,32.75,43.12,3.59,1,0,autumn,0.36,minor,20.94,0.82
Holstein,10,636.2,early,2,26.86,mixed,6.48,29.76,0.47,0.93,4.55,9.3,38.67,57,28.41,70.87,10.0,1,0,spring,0.56,none,32.78,1.1
Brown Swiss,11,589.4,early,6,20.1,green,9.0,11.7,1.29,0.36,6.54,12.48,39.65,70,29.74,68.72,8.15,1,0,winter,0.51,none,24.45,2.09
Buffalo,12,509.9,early,2,9.45,green,8.38,23.03,1.96,3.58,5.37,10.4,39.18,48,27.76,99.92,9.73,1,1,winter,0.34,minor,8.8,0.38
Holstein,4,543.1,mid,4,26.71,mixed,2.69,17.49,1.36,2.92,5.34,8.57,37.85,57,16.31,36.9,4.96,1,0,summer,0.41,minor,20.53,1.17
Holstein,10,544.3,mid,3,26.71,mixed,6.07,22.33,0.54,5.07,4.39,9.96,38.05,58,22.38,21.98,7.69,1,1,winter,0.57,none,29.91,1.34
Buffalo,4,460.8,late,1,9.59,mixed,7.97,14.71,4.14,2.97,5.64,12.2,37.03,76,21.97,70.0,10.0,1,0,spring,0.64,none,6.4,0.44
Buffalo,12,497.9,mid,4,6.69,dry,8.13,14.19,1.28,5.23,7.1,13.12,38.1,59,22.17,74.37,4.61,1,0,spring,0.58,none,9.42,0.66
Buffalo,14,544.2,mid,6,6.72,mixed,8.98,12.08,4.32,8.78,4.84,12.49,37.5,47,20.22,76.45,7.0,1,1,autumn,0.54,none,9.07,0.75
Jersey,2,609.6,late,2,12.69,dry,6.93,17.3,2.24,4.87,2.83,10.13,37.72,65,23.45,59.5,8.7,0,1,summer,0.45,minor,15.76,0.91
Buffalo,14,481.4,late,4,8.78,dry,8.22,18.96,2.47,4.32,6.95,9.65,38.55,69,22.43,93.98,6.12,1,0,winter,0.4,minor,8.48,0.45
Buffalo,14,500.0,early,2,10.07,green,8.11,6.87,1.81,2.65,4.9,10.06,38.0,49,26.3,40.11,7.81,1,0,summer,0.56,none,11.14,1.62
Brown Swiss,8,587.7,late,4,23.17,green,7.98,23.16,1.91,0.36,3.34,9.4,38.96,62,23.01,67.94,7.06,0,0,autumn,0.5,minor,19.78,0.85
Holstein,2,579.9,early,3,24.02,concentrate,9.7,16.01,2.79,0.76,7.33,13.89,37.6,63,32.97,50.63,7.82,1,0,winter,0.41,minor,27.2,1.7
Brown Swiss,8,582.0,late,4,22.4,green,7.76,13.45,1.14,2.09,4.42,7.4,38.82,58,24.31,80.13,8.14,1,1,winter,0.46,minor,15.65,1.16
Buffalo,6,538.9,late,3,6.48,concentrate,9.98,17.58,0.62,3.35,6.55,10.2,38.79,57,20.66,78.12,5.58,1,0,autumn,0.59,none,9.72,0.55
Jersey,5,682.3,early,4,19.16,mixed,5.19,29.93,0.0,4.14,5.48,10.74,37.79,48,28.63,86.82,7.44,1,0,autumn,0.36,minor,22.28,0.74
Jersey,7,659.3,mid,3,23.71,green,4.64,28.46,1.81,4.33,4.5,10.28,38.16,87,32.15,95.36,5.42,1,0,summer,0.04,minor,16.58,0.58
Brown Swiss,9,652.6,early,2,26.33,mixed,8.48,10.2,3.0,0.7,3.98,11.02,39.34,78,26.99,66.91,9.69,1,0,autumn,0.59,none,23.91,2.34
Brown Swiss,14,542.2,mid,4,24.58,concentrate,8.76,17.32,0.0,4.25,6.01,11.54,37.82,73,34.37,40.35,8.37,1,0,winter,0.29,minor,15.38,0.89
Jersey,2,582.9,early,5,17.67,mixed,6.58,13.72,2.84,2.69,5.23,12.45,38.24,73,33.66,87.63,6.62,1,0,summer,0.05,minor,14.84,1.08
Brown Swiss,11,605.9,early,5,29.92,green,2.61,13.51,2.46,3.04,4.74,9.69,38.03,68,33.37,94.65,10.0,1,1,summer,0.0,minor,15.22,1.13
Holstein,6,588.7,late,2,26.24,mixed,7.72,20.47,4.33,0.43,5.49,9.8,38.32,72,32.78,48.16,10.0,1,0,winter,0.36,minor,17.73,0.87
Buffalo,14,480.1,early,2,11.83,green,6.21,13.6,1.44,0.0,2.27,11.61,39.14,70,27.28,75.65,8.43,1,1,winter,0.44,minor,10.07,0.74
Jersey,10,678.7,mid,4,9.03,green,7.98,24.94,0.0,2.75,7.3,7.84,38.56,70,16.43,48.72,3.62,1,0,winter,0.61,none,21.98,0.88
Brown Swiss,10,716.6,mid,2,18.88,mixed,7.31,19.02,2.78,1.13,4.3,10.86,38.43,45,24.91,43.96,9.36,1,0,autumn,0.61,none,23.04,1.21
Jersey,12,525.8,early,1,21.44,green,5.34,10.19,5.18,0.0,3.79,8.78,38.23,71,25.35,80.09,7.74,1,0,winter,0.38,minor,17.71,1.74
Jersey,8,703.7,late,7,14.34,dry,7.56,21.19,1.73,3.05,4.57,13.1,38.66,60,14.15,56.06,5.85,1,2,autumn,0.46,minor,17.53,0.83
Brown Swiss,8,634.7,mid,2,19.56,concentrate,6.88,19.4,4.8,3.45,5.37,8.58,38.73,54,31.9,30.31,5.31,1,0,summer,0.32,minor,18.31,0.94
Holstein,6,626.6,early,2,25.09,concentrate,4.86,14.08,2.82,2.26,5.68,13.1,38.23,58,23.05,60.78,8.23,1,0,spring,0.55,none,29.69,2.11
Jersey,9,598.2,mid,3,17.83,mixed,6.94,22.06,2.21,2.7,4.2,12.12,38.29,64,26.72,65.66,9.03,0,1,spring,0.51,none,18.42,0.84
Holstein,12,582.5,late,2,24.2,concentrate,8.71,18.07,2.28,2.54,4.24,10.19,38.5,76,19.25,89.09,6.71,1,0,winter,0.41,minor,20.62,1.14
Jersey,7,618.7,mid,2,24.48,green,4.6,19.74,0.91,5.1,4.43,8.5,38.86,52,22.52,73.8,10.0,1,1,autumn,0.5,none,20.44,1.04
Jersey,6,578.1,mid,7,15.15,dry,3.51,23.65,1.58,0.28,1.85,9.57,38.08,67,22.3,79.12,6.72,1,0,winter,0.36,minor,18.39,0.78
Holstein,7,657.4,late,2,17.65,concentrate,6.32,18.69,2.56,1.4,6.64,8.52,38.22,58,32.38,18.29,10.0,1,0,summer,0.35,minor,18.8,1.01
Brown Swiss,5,647.5,late,2,20.57,concentrate,5.57,29.62,2.7,4.97,5.77,10.9,38.19,57,21.71,10.0,6.84,1,0,spring,0.62,none,19.27,0.65
Brown Swiss,11,644.2,mid,3,24.03,green,8.85,30.22,1.56,6.16,3.62,14.79,38.77,70,30.94,32.89,4.85,1,0,autumn,0.47,minor,19.14,0.63
Brown Swiss,7,586.7,late,3,19.08,green,5.79,11.81,1.6,3.91,2.9,11.16,39.21,79,27.03,23.91,8.3,1,0,summer,0.5,minor,16.44,1.39
Buffalo,4,589.4,late,2,10.6,mixed,8.89,14.25,2.35,3.05,2.74,12.47,39.0,65,23.43,60.0,8.41,1,0,autumn,0.59,none,8.84,0.62
Holstein,6,616.7,late,6,28.06,concentrate,7.01,17.37,3.88,5.54,7.34,10.53,39.8,64,37.28,50.73,4.41,1,0,autumn,0.08,minor,16.02,0.92
Buffalo,14,457.7,late,4,8.74,concentrate,8.73,11.47,2.23,4.94,6.25,9.46,38.81,71,24.11,37.73,5.75,1,0,spring,0.6,none,10.76,0.94
Brown Swiss,13,691.8,late,2,17.18,mixed,8.37,16.5,2.08,3.94,3.47,6.44,39.04,93,27.75,73.01,5.23,1,0,summer,0.47,minor,18.44,1.12
Brown Swiss,11,631.6,late,5,24.4,green,6.81,17.51,3.55,4.67,3.05,11.46,38.58,72,25.06,69.29,3.34,1,0,autumn,0.51,none,18.54,1.06
Buffalo,5,506.8,late,5,13.43,green,6.54,17.12,1.6,3.72,5.51,12.1,38.87,68,30.28,32.94,5.5,1,0,summer,0.4,minor,8.94,0.52
Holstein,4,617.6,mid,3,17.96,mixed,7.09,17.32,1.8,1.14,4.0,11.39,37.64,70,20.13,26.38,9.45,1,2,autumn,0.59,none,25.83,1.49
Jersey,8,703.7,late,5,17.55,mixed,9.21,22.97,3.82,2.71,6.68,10.2,39.16,76,29.3,45.17,6.16,1,1,summer,0.57,none,19.46,0.85
Buffalo,6,509.6,late,4,8.57,dry,7.41,15.83,0.16,0.48,4.88,6.09,39.6,61,22.34,84.46,6.72,1,0,autumn,0.41,minor,9.77,0.62
Holstein,6,626.4,mid,3,24.74,concentrate,4.75,14.18,2.78,4.14,3.67,11.08,38.83,61,17.24,59.25,7.73,1,0,summer,0.49,minor,25.42,1.79
Jersey,4,561.5,mid,1,18.87,concentrate,4.22,14.97,0.86,3.76,5.46,8.73,39.61,65,22.27,35.58,5.21,1,0,winter,0.48,minor,18.31,1.22
Buffalo,14,542.0,late,4,7.45,mixed,7.22,20.29,2.17,5.35,3.06,7.99,38.16,64,25.28,45.2,5.02,1,0,winter,0.53,none,8.54,0.42
Jersey,3,622.1,mid,3,19.09,mixed,7.46,17.7,2.15,6.84,4.89,7.34,38.92,73,25.93,22.43,9.57,1,0,summer,0.6,none,15.95,0.9
Brown Swiss,3,573.0,early,2,17.41,concentrate,2.07,19.23,0.11,2.08,4.64,11.82,39.82,47,27.68,100.0,5.85,1,0,spring,0.12,minor,17.41,0.91
Jersey,4,582.1,early,4,16.27,mixed,9.19,12.62,4.28,5.61,5.34,4.9,37.79,58,35.38,48.62,5.45,1,0,spring,0.15,minor,13.54,1.07
Jersey,11,554.1,early,2,18.79,mixed,6.76,16.94,3.29,3.83,4.74,8.65,38.4,63,23.81,61.52,4.18,1,0,winter,0.53,none,16.78,0.99
Holstein,4,572.1,mid,1,24.02,mixed,6.1,23.54,3.91,4.95,6.72,7.82,38.62,57,18.32,63.28,6.17,1,0,spring,0.6,none,29.92,1.27
Buffalo,10,427.9,mid,5,7.13,mixed,5.31,8.44,1.33,3.69,4.38,10.43,39.47,83,24.59,77.6,6.67,1,0,summer,0.4,minor,9.34,1.11
Jersey,5,536.3,mid,2,18.79,concentrate,7.47,23.21,0.69,1.15,5.37,12.91,37.62,68,23.79,77.09,8.26,1,0,autumn,0.58,none,20.89,0.9
Jersey,4,605.0,late,3,17.87,concentrate,8.21,13.99,2.64,0.0,5.16,9.86,37.32,68,18.39,61.7,6.18,1,0,autumn,0.58,none,14.41,1.03
Jersey,7,641.8,late,5,18.16,dry,7.77,9.76,1.14,0.19,4.77,10.87,39.17,60,25.64,26.36,5.28,1,0,autumn,0.54,none,16.82,1.72
Buffalo,13,425.9,mid,3,5.78,dry,7.82,10.66,2.67,2.34,5.92,8.43,38.67,66,33.17,71.17,7.51,1,0,spring,0.26,minor,6.39,0.6
Holstein,10,574.1,mid,2,25.84,green,8.77,19.17,0.16,3.41,5.88,12.52,38.41,63,31.47,63.57,3.8,1,1,autumn,0.4,minor,24.54,1.28
Jersey,11,545.9,early,5,18.92,dry,3.57,25.2,0.0,3.42,4.03,12.02,39.01,55,20.26,29.0,7.39,1,0,spring,0.52,none,22.52,0.89
Buffalo,6,546.8,early,3,6.24,mixed,4.62,15.57,0.0,1.4,4.31,11.15,38.08,60,31.15,24.71,7.45,1,1,winter,0.3,minor,12.34,0.79
Buffalo,12,444.1,late,2,13.15,concentrate,8.62,14.72,1.42,5.23,4.02,9.36,38.82,67,20.96,29.27,6.96,1,0,spring,0.58,none,8.05,0.55
Holstein,11,586.6,late,5,24.5,dry,7.52,21.72,4.01,0.97,6.92,9.91,37.94,62,32.26,69.15,4.58,0,0,autumn,0.26,minor,18.47,0.85
Buffalo,13,478.6,early,1,14.85,green,3.27,19.96,2.14,3.16,6.54,11.41,37.38,58,22.8,33.39,8.99,0,0,summer,0.45,minor,11.37,0.57
Brown Swiss,2,605.0,late,2,20.04,dry,5.22,16.02,4.75,0.34,4.75,13.26,37.74,60,25.25,68.25,6.84,1,0,summer,0.53,none,18.25,1.14
Holstein,13,525.7,late,3,26.48,green,6.51,14.29,1.23,0.93,6.21,7.8,38.98,62,14.42,89.77,1.0,0,0,autumn,0.07,minor,9.71,0.68
Buffalo,5,466.5,mid,1,10.43,mixed,5.87,13.44,4.66,3.81,3.67,9.02,37.79,60,34.65,56.67,4.33,1,0,autumn,0.09,minor,5.92,0.44
Holstein,10,554.5,mid,3,24.48,dry,2.55,16.88,0.0,0.0,3.4,9.63,38.08,76,25.49,50.22,4.38,1,0,autumn,0.4,minor,21.91,1.3
Holstein,9,547.0,mid,7,28.86,concentrate,5.2,7.55,5.91,3.43,6.17,8.42,37.68,66,13.05,54.66,9.04,1,0,spring,0.32,minor,22.72,3.01
Brown Swiss,7,592.5,late,4,18.77,green,7.11,23.05,0.0,3.24,1.94,9.32,37.51,70,20.87,83.16,5.92,1,0,spring,0.4,minor,17.27,0.75
Jersey,9,647.0,mid,6,13.13,mixed,7.1,26.79,3.34,1.79,5.76,10.7,38.64,51,32.89,36.44,6.27,1,0,autumn,0.34,minor,17.76,0.66
Holstein,5,605.8,mid,6,26.01,mixed,4.85,7.83,1.63,0.0,5.28,12.61,38.13,59,18.97,60.89,6.93,1,0,spring,0.49,minor,30.06,3.84
Holstein,2,594.5,early,6,28.33,dry,5.87,16.95,3.04,4.45,5.64,10.51,38.73,62,18.29,28.87,8.19,1,0,spring,0.57,none,32.52,1.92
Jersey,11,664.0,early,6,16.88,green,5.31,16.17,1.18,3.51,5.26,11.0,38.2,65,19.94,89.39,4.37,1,0,summer,0.32,minor,23.02,1.42
Jersey,3,557.3,mid,1,18.82,concentrate,7.75,16.95,2.26,0.0,7.16,9.1,37.76,59,22.22,43.98,8.56,0,1,spring,0.54,none,17.67,1.04
Holstein,14,559.3,mid,2,29.72,dry,5.73,16.69,3.94,3.32,5.31,11.27,37.97,68,21.23,89.43,7.84,1,0,spring,0.37,minor,23.24,1.39
Holstein,8,528.1,mid,1,26.83,concentrate,9.08,9.22,1.96,2.67,2.02,11.83,38.88,85,27.98,42.42,8.03,1,0,winter,0.5,none,18.97,2.06
Buffalo,8,540.0,late,4,12.04,green,8.76,16.44,1.94,5.2,4.49,9.95,38.56,64,31.96,46.66,5.34,0,0,summer,0.24,minor,9.55,0.58
Jersey,9,588.1,early,4,17.64,green,4.67,13.45,4.53,1.83,3.51,9.13,38.53,66,27.67,64.7,8.29,1,1,spring,0.44,minor,18.83,1.4
Buffalo,13,416.6,late,4,11.16,mixed,5.45,8.77,2.46,4.31,5.74,10.05,37.87,68,26.44,33.74,6.4,1,0,winter,0.5,none,4.83,0.55
Jersey,4,564.7,early,6,21.73,mixed,9.0,19.06,2.0,5.97,4.48,10.11,38.35,43,32.63,73.51,2.26,1,0,spring,0.26,minor,18.13,0.95
Holstein,10,601.3,mid,5,23.82,concentrate,7.65,14.53,1.53,4.05,4.81,9.02,37.66,74,22.79,72.36,7.97,1,0,autumn,0.56,none,26.29,1.81
Jersey,14,572.9,early,3,16.66,green,4.13,15.53,0.0,5.67,5.13,8.54,38.16,53,31.07,96.74,4.01,1,0,spring,0.0,minor,9.08,0.59
Holstein,7,579.6,early,2,25.07,mixed,9.31,16.68,3.3,4.26,6.33,7.97,38.92,68,17.86,55.75,10.0,1,1,autumn,0.67,none,31.25,1.87
Jersey,13,577.6,early,4,21.09,dry,4.0,24.17,0.52,5.38,7.18,8.95,38.24,63,28.73,40.04,6.78,1,2,autumn,0.48,minor,20.28,0.84
Holstein,8,567.7,mid,2,28.29,dry,7.08,19.4,1.79,1.92,4.77,11.48,37.77,72,26.91,54.78,6.56,1,0,winter,0.59,none,27.28,1.41
Jersey,14,578.2,mid,4,20.99,mixed,4.42,14.12,0.59,0.0,4.75,11.61,38.35,52,19.93,53.42,8.54,1,1,autumn,0.51,none,16.67,1.18
Holstein,10,537.2,mid,2,14.21,mixed,8.25,13.06,2.72,2.58,1.82,13.91,38.38,67,21.25,54.09,7.32,1,0,summer,0.55,none,26.58,2.03
Buffalo,4,492.9,mid,2,8.8,dry,4.55,9.35,2.04,2.5,6.78,11.98,38.52,64,18.09,81.22,6.89,1,0,winter,0.4,minor,7.25,0.78
Brown Swiss,9,629.7,mid,2,19.08,dry,5.48,18.82,1.59,1.5,5.36,8.72,38.85,61,14.68,72.42,8.28,0,0,winter,0.32,minor,15.51,0.82
Jersey,3,623.9,early,3,18.96,mixed,6.44,22.4,1.89,0.42,2.75,9.41,38.57,89,24.28,60.93,6.19,1,0,summer,0.53,none,20.12,0.9
Jersey,2,557.8,mid,6,15.11,dry,6.26,16.49,1.4,0.9,5.05,9.3,38.34,65,24.58,61.44,6.21,1,0,summer,0.54,none,17.79,1.08
Jersey,2,566.2,mid,4,16.55,concentrate,3.41,17.75,0.0,2.83,3.8,5.44,39.39,52,22.87,57.42,6.06,1,0,winter,0.43,minor,18.09,1.02
Brown Swiss,3,611.8,early,4,18.77,mixed,7.19,12.24,3.11,3.57,4.12,9.73,38.96,61,37.69,89.81,7.23,1,0,summer,0.0,minor,12.71,1.04
Buffalo,7,534.4,mid,4,11.72,dry,6.27,18.02,3.95,2.88,5.04,14.27,38.68,54,30.24,68.04,5.69,0,0,summer,0.31,minor,6.47,0.36
Brown Swiss,8,592.4,late,1,21.47,mixed,4.5,15.75,3.99,7.74,5.01,10.09,37.03,74,27.7,65.66,4.51,1,0,winter,0.45,minor,16.13,1.02
Brown Swiss,9,602.6,late,2,16.19,dry,5.05,15.36,2.67,2.49,4.96,7.63,37.74,65,21.75,60.09,8.09,1,0,winter,0.52,none,17.54,1.14
Jersey,8,652.7,early,4,18.91,green,8.56,21.38,0.0,7.18,6.25,8.9,37.82,74,18.89,76.01,9.14,1,0,winter,0.61,none,22.8,1.07
Buffalo,6,511.5,mid,4,12.52,mixed,3.82,20.96,1.22,4.2,6.02,7.46,39.0,59,23.16,46.6,10.0,0,0,winter,0.45,minor,12.0,0.57
